Name,X,Y,Rotate
VarsityLab1,0,0,FALSE
VarsityLab2,50,0,FALSE
VarsityLab3,100,0,FALSE
VarsityLab4,150,0,FALSE
VarsityLab5,200,0,FALSE
VarsityLab6,250,0,FALSE
VarsityLab7,300,300,FALSE
VarsityLab8,250,300,FALSE
VarsityLab9,200,300,FALSE
VarsityLab10,150,300,FALSE
VarsityLab11,100,300,FALSE
VarsityLab12,50,300,FALSE
EventSpace1,400,50,TRUE
EventSpace2,400,100,TRUE
EventSpace3,400,150,TRUE
EventSpace4,400,200,TRUE
EventSpace5,400,250,TRUE
EventSpace6,400,300,TRUE
