Name,Status
VarsityLab1,TRUE
VarsityLab2,FALSE
VarsityLab3,FALSE
VarsityLab4,FALSE
VarsityLab5,FALSE
VarsityLab6,FALSE
VarsityLab7,FALSE
VarsityLab8,FALSE
VarsityLab9,FALSE
VarsityLab10,FALSE
VarsityLab11,FALSE
VarsityLab12,false
EventSpace1,FALSE
EventSpace2,FALSE
EventSpace3,FALSE
EventSpace4,FALSE
EventSpace5,FALSE
EventSpace6,FALSE
